Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9H1B7|I2BPL_HUMAN	Q9H1B7	I2BPL_HUMAN	IRF2BPL	796	Homo sapiens OX=9606	Probable E3 ubiquitin-protein ligase IRF2BPL 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	9C(57.0214)		
sp|Q9H1C4|UN93B_HUMAN	Q9H1C4	UN93B_HUMAN	UNC93B1	597	Homo sapiens OX=9606	Protein unc-93 homolog B1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	3C(57.0214)		
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens OX=9606	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9H1K1|ISCU_HUMAN	Q9H1K1	ISCU_HUMAN	ISCU	167	Homo sapiens OX=9606	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	12C(57.0214), 3C(57.0214)		
sp|Q9H1Y0|ATG5_HUMAN	Q9H1Y0	ATG5_HUMAN	ATG5	275	Homo sapiens OX=9606	Autophagy protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H223|EHD4_HUMAN	Q9H223	EHD4_HUMAN	EHD4	541	Homo sapiens OX=9606	EH domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	10	9	10	     0	     0	     0	N-term(42.0106)		
sp|Q9H267|VP33B_HUMAN	Q9H267	VP33B_HUMAN	VPS33B	617	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 33B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H269|VPS16_HUMAN	Q9H269	VPS16_HUMAN	VPS16	839	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 16 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	7C(57.0214)		
sp|Q9H270|VPS11_HUMAN	Q9H270	VPS11_HUMAN	VPS11	941	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 11 homolog 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9H299|SH3L3_HUMAN	Q9H299	SH3L3_HUMAN	SH3BGRL3	93	Homo sapiens OX=9606	SH3 domain-binding glutamic acid-rich-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	18M(15.9949)		
sp|Q9H2D6|TARA_HUMAN	Q9H2D6	TARA_HUMAN	TRIOBP	2365	Homo sapiens OX=9606	TRIO and F-actin-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9H2G2|SLK_HUMAN	Q9H2G2	SLK_HUMAN	SLK	1235	Homo sapiens OX=9606	STE20-like serine/threonine-protein kinase 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	14	16	14	16	     0	     0	     0	10C(57.0214), 1C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|Q9H2M9|RBGPR_HUMAN	Q9H2M9	RBGPR_HUMAN	RAB3GAP2	1393	Homo sapiens OX=9606	Rab3 GTPase-activating protein non-catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|Q9H2P0|ADNP_HUMAN	Q9H2P0	ADNP_HUMAN	ADNP	1102	Homo sapiens OX=9606	Activity-dependent neuroprotector homeobox protein 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|Q9H2U1|DHX36_HUMAN	Q9H2U1	DHX36_HUMAN	DHX36	1008	Homo sapiens OX=9606	ATP-dependent DNA/RNA helicase DHX36 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	14	13	14	     0	     0	     0	20C(57.0214), 3C(57.0214), 4C(57.0214), N-term(42.0106)		
sp|Q9H2U2|IPYR2_HUMAN	Q9H2U2	IPYR2_HUMAN	PPA2	334	Homo sapiens OX=9606	Inorganic pyrophosphatase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	14C(57.0214), 4C(57.0214)		
sp|Q9H2V7|SPNS1_HUMAN	Q9H2V7	SPNS1_HUMAN	SPNS1	528	Homo sapiens OX=9606	Protein spinster homolog 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9H2W6|RM46_HUMAN	Q9H2W6	RM46_HUMAN	MRPL46	279	Homo sapiens OX=9606	39S ribosomal protein L46, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10M(15.9949), 7C(57.0214)		
sp|Q9H307|PININ_HUMAN	Q9H307	PININ_HUMAN	PNN	717	Homo sapiens OX=9606	Pinin 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0	6M(15.9949)		
sp|Q9H3H3|CK068_HUMAN	Q9H3H3	CK068_HUMAN	C11orf68	292	Homo sapiens OX=9606	UPF0696 protein C11orf68 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|Q9H3K2|GHITM_HUMAN	Q9H3K2	GHITM_HUMAN	GHITM	345	Homo sapiens OX=9606	Growth hormone-inducible transmembrane protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2B	86	Homo sapiens OX=9606	BolA-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|Q9H3N1|TMX1_HUMAN	Q9H3N1	TMX1_HUMAN	TMX1	280	Homo sapiens OX=9606	Thioredoxin-related transmembrane protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	12C(57.0214)		
sp|Q9H3P2|NELFA_HUMAN	Q9H3P2	NELFA_HUMAN	NELFA	528	Homo sapiens OX=9606	Negative elongation factor A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9H3P7|GCP60_HUMAN	Q9H3P7	GCP60_HUMAN	ACBD3	528	Homo sapiens OX=9606	Golgi resident protein GCP60 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	2C(57.0214)		
sp|Q9H3Q1|BORG4_HUMAN	Q9H3Q1	BORG4_HUMAN	CDC42EP4	356	Homo sapiens OX=9606	Cdc42 effector protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
sp|Q9H3S7|PTN23_HUMAN	Q9H3S7	PTN23_HUMAN	PTPN23	1636	Homo sapiens OX=9606	Tyrosine-protein phosphatase non-receptor type 23 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9H3U1|UN45A_HUMAN	Q9H3U1	UN45A_HUMAN	UNC45A	944	Homo sapiens OX=9606	Protein unc-45 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	     0	     0	     0	17C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|Q9H444|CHM4B_HUMAN	Q9H444	CHM4B_HUMAN	CHMP4B	224	Homo sapiens OX=9606	Charged multivesicular body protein 4b 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	8	7	8	     0	     0	     0			
sp|Q9H477|RBSK_HUMAN	Q9H477	RBSK_HUMAN	RBKS	322	Homo sapiens OX=9606	Ribokinase 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0	5C(57.0214)		
sp|Q9H488|OFUT1_HUMAN	Q9H488	OFUT1_HUMAN	POFUT1	388	Homo sapiens OX=9606	GDP-fucose protein O-fucosyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0	11C(57.0214), 14C(57.0214), 4C(57.0214)		
sp|Q9H4A3|WNK1_HUMAN	Q9H4A3	WNK1_HUMAN	WNK1	2382	Homo sapiens OX=9606	Serine/threonine-protein kinase WNK1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|Q9H4A4|AMPB_HUMAN	Q9H4A4	AMPB_HUMAN	RNPEP	650	Homo sapiens OX=9606	Aminopeptidase B 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	20	20	20	     0	     0	     0	1C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|Q9H4G0|E41L1_HUMAN	Q9H4G0	E41L1_HUMAN	EPB41L1	881	Homo sapiens OX=9606	Band 4.1-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	13	13	13	     0	     0	     0	11C(57.0214)		
sp|Q9H4H8|FA83D_HUMAN	Q9H4H8	FA83D_HUMAN	FAM83D	585	Homo sapiens OX=9606	Protein FAM83D 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H4L4|SENP3_HUMAN	Q9H4L4	SENP3_HUMAN	SENP3	574	Homo sapiens OX=9606	Sentrin-specific protease 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H4L5|OSBL3_HUMAN	Q9H4L5	OSBL3_HUMAN	OSBPL3	887	Homo sapiens OX=9606	Oxysterol-binding protein-related protein 3 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H4M9|EHD1_HUMAN	Q9H4M9	EHD1_HUMAN	EHD1	534	Homo sapiens OX=9606	EH domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	15	11	15	18	13	18	     0	     0	     0	8M(15.9949), N-term(42.0106)		
sp|Q9H501|ESF1_HUMAN	Q9H501	ESF1_HUMAN	ESF1	851	Homo sapiens OX=9606	ESF1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H583|HEAT1_HUMAN	Q9H583	HEAT1_HUMAN	HEATR1	2144	Homo sapiens OX=9606	HEAT repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0			
sp|Q9H5N1|RABE2_HUMAN	Q9H5N1	RABE2_HUMAN	RABEP2	569	Homo sapiens OX=9606	Rab GTPase-binding effector protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	7C(57.0214), N-term(42.0106)		
sp|Q9H5Q4|TFB2M_HUMAN	Q9H5Q4	TFB2M_HUMAN	TFB2M	396	Homo sapiens OX=9606	Dimethyladenosine transferase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|Q9H5V9|STEEP_HUMAN	Q9H5V9	STEEP_HUMAN	STEEP1	222	Homo sapiens OX=9606	STING ER exit protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	1C(57.0214)		
sp|Q9H5X1|CIA2A_HUMAN	Q9H5X1	CIA2A_HUMAN	CIAO2A	160	Homo sapiens OX=9606	Cytosolic iron-sulfur assembly component 2A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H694|BICC1_HUMAN	Q9H694	BICC1_HUMAN	BICC1	974	Homo sapiens OX=9606	Protein bicaudal C homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0			
sp|Q9H6D7|HAUS4_HUMAN	Q9H6D7	HAUS4_HUMAN	HAUS4	363	Homo sapiens OX=9606	HAUS augmin-like complex subunit 4 	1:Experimental evidence at protein level	1.0000	0.9786	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H6F5|CCD86_HUMAN	Q9H6F5	CCD86_HUMAN	CCDC86	360	Homo sapiens OX=9606	Coiled-coil domain-containing protein 86 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0			
sp|Q9H6H4|REEP4_HUMAN	Q9H6H4	REEP4_HUMAN	REEP4	257	Homo sapiens OX=9606	Receptor expression-enhancing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H6R4|NOL6_HUMAN	Q9H6R4	NOL6_HUMAN	NOL6	1146	Homo sapiens OX=9606	Nucleolar protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	     0	     0	     0	13C(57.0214), 1C(57.0214)		
sp|Q9H6S0|YTDC2_HUMAN	Q9H6S0	YTDC2_HUMAN	YTHDC2	1430	Homo sapiens OX=9606	3'-5' RNA helicase YTHDC2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	12C(57.0214), 7C(57.0214)		
sp|Q9H6S3|ES8L2_HUMAN	Q9H6S3	ES8L2_HUMAN	EPS8L2	715	Homo sapiens OX=9606	Epidermal growth factor receptor kinase substrate 8-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	15	15	15	     0	     0	     0	12C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|Q9H6T3|RPAP3_HUMAN	Q9H6T3	RPAP3_HUMAN	RPAP3	665	Homo sapiens OX=9606	RNA polymerase II-associated protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	10C(57.0214)		
sp|Q9H6Y2|WDR55_HUMAN	Q9H6Y2	WDR55_HUMAN	WDR55	383	Homo sapiens OX=9606	WD repeat-containing protein 55 	1:Experimental evidence at protein level	1.0000	0.9987	4	4	4	4	4	4	     0	     0	     0			
sp|Q9H6Z4|RANB3_HUMAN	Q9H6Z4	RANB3_HUMAN	RANBP3	567	Homo sapiens OX=9606	Ran-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	N-term(42.0106)		
sp|Q9H773|DCTP1_HUMAN	Q9H773	DCTP1_HUMAN	DCTPP1	170	Homo sapiens OX=9606	dCTP pyrophosphatase 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	1C(57.0214), 22C(57.0214), 23C(57.0214), N-term(42.0106)		
sp|Q9H788|SH24A_HUMAN	Q9H788	SH24A_HUMAN	SH2D4A	454	Homo sapiens OX=9606	SH2 domain-containing protein 4A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H7B2|RPF2_HUMAN	Q9H7B2	RPF2_HUMAN	RPF2	306	Homo sapiens OX=9606	Ribosome production factor 2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|Q9H7C9|AAMDC_HUMAN	Q9H7C9	AAMDC_HUMAN	AAMDC	122	Homo sapiens OX=9606	Mth938 domain-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9H7D0|DOCK5_HUMAN	Q9H7D0	DOCK5_HUMAN	DOCK5	1870	Homo sapiens OX=9606	Dedicator of cytokinesis protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|Q9H7D7|WDR26_HUMAN	Q9H7D7	WDR26_HUMAN	WDR26	661	Homo sapiens OX=9606	WD repeat-containing protein 26 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|Q9H7E9|CH033_HUMAN	Q9H7E9	CH033_HUMAN	C8orf33	229	Homo sapiens OX=9606	UPF0488 protein C8orf33 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	14C(57.0214), 20C(57.0214), 6C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|Q9H7N4|SFR19_HUMAN	Q9H7N4	SFR19_HUMAN	SCAF1	1312	Homo sapiens OX=9606	Splicing factor, arginine/serine-rich 19 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|Q9H7Z7|PGES2_HUMAN	Q9H7Z7	PGES2_HUMAN	PTGES2	377	Homo sapiens OX=9606	Prostaglandin E synthase 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0	2C(57.0214), 5C(57.0214)		
sp|Q9H814|PHAX_HUMAN	Q9H814	PHAX_HUMAN	PHAX	394	Homo sapiens OX=9606	Phosphorylated adapter RNA export protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	9C(57.0214)		
sp|Q9H832|UBE2Z_HUMAN	Q9H832	UBE2Z_HUMAN	UBE2Z	354	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 Z 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	1C(57.0214), 2M(15.9949), 3C(57.0214)		
sp|Q9H845|ACAD9_HUMAN	Q9H845	ACAD9_HUMAN	ACAD9	621	Homo sapiens OX=9606	Complex I assembly factor ACAD9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	11C(57.0214), 4C(57.0214)		
sp|Q9H8H0|NOL11_HUMAN	Q9H8H0	NOL11_HUMAN	NOL11	719	Homo sapiens OX=9606	Nucleolar protein 11 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	1C(57.0214), 5C(57.0214)		
sp|Q9H8S9|MOB1A_HUMAN	Q9H8S9	MOB1A_HUMAN	MOB1A	216	Homo sapiens OX=9606	MOB kinase activator 1A 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	5	1	5	     0	     0	     0	N-term(42.0106)		
sp|Q9H8V3|ECT2_HUMAN	Q9H8V3	ECT2_HUMAN	ECT2	914	Homo sapiens OX=9606	Protein ECT2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|Q9H8Y8|GORS2_HUMAN	Q9H8Y8	GORS2_HUMAN	GORASP2	452	Homo sapiens OX=9606	Golgi reassembly-stacking protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	11C(57.0214)		
sp|Q9H900|ZWILC_HUMAN	Q9H900	ZWILC_HUMAN	ZWILCH	591	Homo sapiens OX=9606	Protein zwilch homolog 	1:Experimental evidence at protein level	1.0000	0.9987	4	4	4	4	4	4	     0	     0	     0	3C(57.0214)		
sp|Q9H910|JUPI2_HUMAN	Q9H910	JUPI2_HUMAN	JPT2	190	Homo sapiens OX=9606	Jupiter microtubule associated homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	17	17	17	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|Q9H936|GHC1_HUMAN	Q9H936	GHC1_HUMAN	SLC25A22	323	Homo sapiens OX=9606	Mitochondrial glutamate carrier 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	5	4	5	     0	     0	     0	13C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|Q9H944|MED20_HUMAN	Q9H944	MED20_HUMAN	MED20	212	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 20 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	4C(57.0214), 6M(15.9949)		
sp|Q9H9A6|LRC40_HUMAN	Q9H9A6	LRC40_HUMAN	LRRC40	602	Homo sapiens OX=9606	Leucine-rich repeat-containing protein 40 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	8C(57.0214)		
sp|Q9H9B4|SFXN1_HUMAN	Q9H9B4	SFXN1_HUMAN	SFXN1	322	Homo sapiens OX=9606	Sideroflexin-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	N-term(42.0106)		
sp|Q9H9F9|ARP5_HUMAN	Q9H9F9	ARP5_HUMAN	ACTR5	607	Homo sapiens OX=9606	Actin-related protein 5 	1:Experimental evidence at protein level	1.0000	0.9982	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9H9J2|RM44_HUMAN	Q9H9J2	RM44_HUMAN	MRPL44	332	Homo sapiens OX=9606	39S ribosomal protein L44, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	17C(57.0214)		
sp|Q9H9P8|L2HDH_HUMAN	Q9H9P8	L2HDH_HUMAN	L2HGDH	463	Homo sapiens OX=9606	L-2-hydroxyglutarate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	7C(57.0214)		
sp|Q9H9T3|ELP3_HUMAN	Q9H9T3	ELP3_HUMAN	ELP3	547	Homo sapiens OX=9606	Elongator complex protein 3 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	4	4	     0	     0	     0			
sp|Q9H9Y2|RPF1_HUMAN	Q9H9Y2	RPF1_HUMAN	RPF1	349	Homo sapiens OX=9606	Ribosome production factor 1 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|Q9H9Y6|RPA2_HUMAN	Q9H9Y6	RPA2_HUMAN	POLR1B	1135	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA2 	1:Experimental evidence at protein level	1.0000	0.9988	6	6	6	6	6	6	     0	     0	     0	4C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|Q9HA64|KT3K_HUMAN	Q9HA64	KT3K_HUMAN	FN3KRP	309	Homo sapiens OX=9606	Ketosamine-3-kinase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	4C(57.0214)		
sp|Q9HAV4|XPO5_HUMAN	Q9HAV4	XPO5_HUMAN	XPO5	1204	Homo sapiens OX=9606	Exportin-5 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	10C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|Q9HAV7|GRPE1_HUMAN	Q9HAV7	GRPE1_HUMAN	GRPEL1	217	Homo sapiens OX=9606	GrpE protein homolog 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|Q9HB07|MYG1_HUMAN	Q9HB07	MYG1_HUMAN	MYG1	376	Homo sapiens OX=9606	MYG1 exonuclease 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	3C(57.0214)		
sp|Q9HB71|CYBP_HUMAN	Q9HB71	CYBP_HUMAN	CACYBP	228	Homo sapiens OX=9606	Calcyclin-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	26	26	26	     0	     0	     0	10C(57.0214), 16M(15.9949), 8C(57.0214), N-term(42.0106)		
sp|Q9HBH0|RHOF_HUMAN	Q9HBH0	RHOF_HUMAN	RHOF	211	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoF 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	16C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|Q9HBH5|RDH14_HUMAN	Q9HBH5	RDH14_HUMAN	RDH14	336	Homo sapiens OX=9606	Retinol dehydrogenase 14 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	5C(57.0214)		
sp|Q9HBI6|CP4FB_HUMAN	Q9HBI6	CP4FB_HUMAN	CYP4F11	524	Homo sapiens OX=9606	Cytochrome P450 4F11 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0	1C(57.0214), 2C(57.0214)		
sp|Q9HBL7|PLRKT_HUMAN	Q9HBL7	PLRKT_HUMAN	PLGRKT	147	Homo sapiens OX=9606	Plasminogen receptor (KT) 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HC07|TM165_HUMAN	Q9HC07	TM165_HUMAN	TMEM165	324	Homo sapiens OX=9606	Transmembrane protein 165 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HC35|EMAL4_HUMAN	Q9HC35	EMAL4_HUMAN	EML4	981	Homo sapiens OX=9606	Echinoderm microtubule-associated protein-like 4 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	16	16	16	     0	     0	     0	10C(57.0214), 8C(57.0214)		
sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3_HUMAN	MRM3	420	Homo sapiens OX=9606	rRNA methyltransferase 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HC38|GLOD4_HUMAN	Q9HC38	GLOD4_HUMAN	GLOD4	313	Homo sapiens OX=9606	Glyoxalase domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	12	12	12	     0	     0	     0	10C(57.0214), 5C(57.0214), 6M(15.9949)		
sp|Q9HC52|CBX8_HUMAN	Q9HC52	CBX8_HUMAN	CBX8	389	Homo sapiens OX=9606	Chromobox protein homolog 8 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	5	4	5	     0	     0	     0	N-term(42.0106)		
sp|Q9HCC0|MCCB_HUMAN	Q9HCC0	MCCB_HUMAN	MCCC2	563	Homo sapiens OX=9606	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	13	13	13	     0	     0	     0	19C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|Q9HCD5|NCOA5_HUMAN	Q9HCD5	NCOA5_HUMAN	NCOA5	579	Homo sapiens OX=9606	Nuclear receptor coactivator 5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
sp|Q9HCE1|MOV10_HUMAN	Q9HCE1	MOV10_HUMAN	MOV10	1003	Homo sapiens OX=9606	Helicase MOV-10 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|Q9HCN4|GPN1_HUMAN	Q9HCN4	GPN1_HUMAN	GPN1	374	Homo sapiens OX=9606	GPN-loop GTPase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9HCN8|SDF2L_HUMAN	Q9HCN8	SDF2L_HUMAN	SDF2L1	221	Homo sapiens OX=9606	Stromal cell-derived factor 2-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
